F1-known,F1-open,F1,Acc,dataset,method,backbone,known_cls_ratio,labeled_ratio,loss,seed,train_epochs,created_time
59.2132,91.507,60.0412,86.1,oos_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,6,100,2023-04-23-17-56-11
45.3949,89.7168,46.5314,82.76,oos_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,7,100,2023-04-23-17-59-18
44.1489,91.1206,45.3533,84.64,oos_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,8,100,2023-04-23-18-02-51
55.6066,92.9106,56.5631,87.89,oos_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,9,100,2023-04-23-18-07-12
55.5258,85.5317,55.9206,78.3,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,0,100,2023-04-23-18-14-08
56.2908,84.8533,56.6667,77.56,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,1,100,2023-04-23-18-23-29
53.6157,85.8357,54.0396,77.92,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,2,100,2023-04-23-18-31-22
55.8501,85.2776,56.2373,78.19,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,3,100,2023-04-23-18-40-25
58.5616,85.2266,58.9125,78.14,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,4,100,2023-04-23-18-49-53
55.2055,85.5368,55.6046,77.97,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,5,100,2023-04-23-18-57-31
57.2943,86.4991,57.6786,79.9,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,6,100,2023-04-23-19-07-04
54.1237,85.3711,54.5349,77.75,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,7,100,2023-04-23-19-16-26
51.6841,84.1468,52.1113,76.21,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,8,100,2023-04-23-19-24-01
55.4714,85.5939,55.8678,78.77,oos_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,9,100,2023-04-23-19-32-52
57.0402,78.6993,57.2319,71.92,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,0,100,2023-04-23-19-46-43
58.0721,77.7859,58.2466,71.45,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,1,100,2023-04-23-19-55-07
54.5933,77.0492,54.792,69.6,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,2,100,2023-04-23-20-05-56
56.7221,76.96,56.9012,71.01,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,3,100,2023-04-23-20-18-11
58.4277,77.4923,58.5964,71.56,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,4,100,2023-04-23-20-31-20
53.7677,78.0454,53.9825,70.43,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,5,100,2023-04-23-20-42-40
53.6536,76.9122,53.8594,69.71,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,6,100,2023-04-23-20-53-29
53.7705,77.2245,53.9781,70.04,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,7,100,2023-04-23-21-05-37
55.7858,76.0827,55.9654,69.77,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,8,100,2023-04-23-21-17-31
58.0392,77.309,58.2097,71.48,oos_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,9,100,2023-04-23-21-30-09
66.0715,87.0929,69.5751,80.9,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,0,100,2023-04-23-21-32-57
63.0403,83.5341,66.4559,76.56,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,1,100,2023-04-23-21-36-01
62.0569,83.2597,65.5907,76.11,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,2,100,2023-04-23-21-39-49
59.2226,84.7393,63.4754,77.52,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,3,100,2023-04-23-21-43-03
58.3902,78.6281,61.7632,70.5,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,4,100,2023-04-23-21-46-19
57.8717,71.5607,60.1532,63.86,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,5,100,2023-04-23-21-49-01
63.4419,86.2403,67.2416,79.14,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,6,100,2023-04-23-21-51-59
61.3206,84.2284,65.1385,77.11,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,7,100,2023-04-23-21-54-36
59.5809,86.3036,64.0347,79.14,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,8,100,2023-04-23-21-58-47
58.3843,80.5666,62.0813,72.36,stackoverflow_cg,ADB,bert_boost,0.25,1.0,CrossEntropyLoss,9,100,2023-04-23-22-02-15
74.7977,82.3022,75.4799,79.48,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,0,100,2023-04-23-22-07-39
73.3232,79.9503,73.9257,76.63,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,1,100,2023-04-23-22-15-02
69.2229,78.5851,70.074,74.04,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,2,100,2023-04-23-22-22-08
70.7723,76.5863,71.3008,73.43,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,3,100,2023-04-23-22-29-31
66.0643,64.0871,65.8846,64.27,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,4,100,2023-04-23-22-34-13
73.8261,77.1201,74.1256,75.32,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,5,100,2023-04-23-22-39-48
73.9062,82.8997,74.7238,79.17,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,6,100,2023-04-23-22-46-29
71.4696,76.1589,71.8959,73.94,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,7,100,2023-04-23-22-50-57
68.4598,72.6305,68.839,70.43,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,8,100,2023-04-23-22-58-33
73.984,79.95,74.5264,77.01,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,9,100,2023-04-23-23-05-40
77.3177,67.7951,76.7225,74.32,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,0,100,2023-04-23-23-14-11
76.7291,62.7907,75.858,72.43,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,1,100,2023-04-23-23-21-44
73.0527,63.2935,72.4427,69.57,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,2,100,2023-04-23-23-33-22
75.2384,59.4515,74.2517,69.64,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,3,100,2023-04-23-23-42-43
76.3455,61.4961,75.4174,72.01,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,4,100,2023-04-23-23-54-35
77.6828,59.2554,76.5311,71.6,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,5,100,2023-04-24-00-02-58
73.9648,57.1429,72.9135,67.78,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,6,100,2023-04-24-00-11-35
78.2871,65.8489,77.5097,74.6,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,7,100,2023-04-24-00-22-54
75.0034,56.651,73.8563,68.95,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,8,100,2023-04-24-00-33-21
73.5362,63.109,72.8845,69.91,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,9,100,2023-04-24-00-43-44
