F1-known,F1-open,F1,Acc,dataset,method,backbone,known_cls_ratio,labeled_ratio,loss,seed,train_epochs,created_time
67.3102,68.8956,67.4543,67.37,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,4,100,2023-04-24-11-29-03
73.2214,78.018,73.6574,75.8,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,5,100,2023-04-24-11-43-34
74.2054,83.343,75.0361,79.62,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,6,100,2023-04-24-11-58-53
71.8497,80.037,72.594,76.83,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,7,100,2023-04-24-12-12-20
69.2157,75.7547,69.8101,72.87,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,8,100,2023-04-24-12-32-55
69.2257,73.5748,69.6211,70.95,stackoverflow_cg,ADB,bert_boost,0.5,1.0,CrossEntropyLoss,9,100,2023-04-24-12-46-05
77.8518,68.4919,77.2668,74.91,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,0,100,2023-04-24-13-19-30
76.5314,60.9391,75.5569,71.29,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,1,100,2023-04-24-13-49-28
72.9398,62.6728,72.2981,69.36,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,2,100,2023-04-24-14-12-17
74.5747,58.2205,73.5526,68.74,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,3,100,2023-04-24-14-38-09
76.2629,62.6494,75.412,72.08,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,4,100,2023-04-24-14-58-22
77.0752,59.4707,75.9749,71.33,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,5,100,2023-04-24-15-15-02
73.8924,59.2417,72.9767,68.4,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,6,100,2023-04-24-15-38-54
77.3951,64.1079,76.5647,73.56,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,7,100,2023-04-24-15-59-14
75.5746,56.7195,74.3962,69.12,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,8,100,2023-04-24-16-24-47
71.4191,59.0304,70.6448,67.33,stackoverflow_cg,ADB,bert_boost,0.75,1.0,CrossEntropyLoss,9,100,2023-04-24-17-09-20
